ISIN,BSE,Company,NSE,Sector,Industry,Link
INE661I01014,532930,BGR Energy,BGRENERGY,INFRASTRUCTURE,CONSTRUCTION,/india/stockpricequote/engineeringheavy/bgrenergysystems/BES
INE510A01028,532178,EngineersInd,ENGINERSIN,INFRASTRUCTURE,CONSTRUCTION,/india/stockpricequote/engineering/engineersindia/EI14
INE975G01012,533177,ILandFS Trans,IL&FSTRANS,INFRASTRUCTURE,CONSTRUCTION,/india/stockpricequote/constructioncontractingcivil/ilandfstransportationnetworks/ITN
INE821I01014,532947,IRB Infra,IRB,INFRASTRUCTURE,CONSTRUCTION,/india/stockpricequote/constructioncontractingcivil/irbinfrastructuredevelopers/IID01
INE018A01030,500510,Larsen,LT,INFRASTRUCTURE,CONSTRUCTION,/india/stockpricequote/engineeringheavy/larsentoubro/LT
INE095N01023,534309,NBCC (India),NBCC,INFRASTRUCTURE,CONSTRUCTION,/india/stockpricequote/engineering/relianceindustrialinfrastructure/NBC01
INE226H01026,532710,Sadbhav Engg,SADBHAV,INFRASTRUCTURE,CONSTRUCTION,/india/stockpricequote/constructioncontractingcivil/sadbhavengineering/SE19
INE243D01012,532430,BF Utilities,BFUTILITIE,POWER,CONSTRUCTION,/india/stockpricequote/powergenerationdistribution/bfutilities/BFU
INE389H01022,532714,KEC Intl,KEC,POWER,CONSTRUCTION,/india/stockpricequote/powertransmissionequipment/kecinternational/KEC04
INE776C01039,,GMR Infrastructure Ltd.,GMRINFRA,,CONSTRUCTION,/india/stockpricequote/infrastructure-general/gmrinfrastructure/GI27
INE251H01024,,GVK Power & Infrastructures Ltd.,GVKPIL,,CONSTRUCTION,
INE069I01010,,Indiabulls Real Estate Ltd.,IBREALEST,,CONSTRUCTION,
INE694A01020,,Unitech Ltd.,UNITECH,,CONSTRUCTION,
INE871C01020,512573,Avanti Feeds,AVANTIFEED,AQUACULTURE,CONSUMER GOODS,/india/stockpricequote/aquaculture/avantifeeds/AF21
INE854D01016,532432,United Spirits,MCDOWELL-N,BREWERIES,CONSUMER GOODS,/india/stockpricequote/breweriesdistilleries/unitedspirits/US
INE944F01028,532497,Radico Khaitan,RADICO,BREWERIES,CONSUMER GOODS,/india/stockpricequote/breweriesdistilleries/radicokhaitan/RK01
INE686F01025,532478,United Brewerie,UBL,BREWERIES,CONSUMER GOODS,/india/stockpricequote/breweriesdistilleries/unitedbreweries/UB02
INE615I01010,533104,Globus Spirits,GLOBUSSPR,BREWERIES,CONSUMER GOODS,/india/stockpricequote/breweriesdistilleries/globusspirits/GS
INE075D01018,507488,GM Breweries,GMBREW,BREWERIES,CONSUMER GOODS,/india/stockpricequote/breweriesdistilleries/gmbreweries/GMB
INE076C01018,507438,IFB Agro,IFBAGRO,BREWERIES,CONSUMER GOODS,/india/stockpricequote/chemicals/ifbagroindustries/IFB
INE675G01018,538771,Pincon Spirit,PINCON,BREWERIES,CONSUMER GOODS,/india/stockpricequote/breweriesdistilleries/pioneerdistilleriesltd/PS18
INE889E01010,531879,Pioneer Distill,PIONDIST,BREWERIES,CONSUMER GOODS,/india/stockpricequote/breweriesdistilleries/pioneerdistilleriesltd/PDL
INE722J01012,533294,Ravi Kumar Dist,RKDL,BREWERIES,CONSUMER GOODS,/india/stockpricequote/breweriesdistilleries/ravikumardistilleries/RKD
INE480C01012,507514,Som Distillerie,SDBL,BREWERIES,CONSUMER GOODS,/india/stockpricequote/breweriesdistilleries/somdistilleriesbreweries/SDB
INE260B01028,500163,Godfrey Phillip,GODFRYPHLP,CIGARETTES,CONSUMER GOODS,/india/stockpricequote/cigarettes/godfreyphillipsindia/GPI
INE154A01025,500875,ITC,ITC,CIGARETTES,CONSUMER GOODS,/india/stockpricequote/cigarettes/itc/ITC
INE823A01017,530299,Kothari Product,KOTHARIPRO,CIGARETTES,CONSUMER GOODS,/india/stockpricequote/cigarettes/kothariproducts/KP06
INE710A01016,509966,VST,VSTIND,CIGARETTES,CONSUMER GOODS,/india/stockpricequote/cigarettes/vstindustries/VST
INE472A01039,500067,Blue Star,BLUESTARCO,CONSUMER,CONSUMER GOODS,/india/stockpricequote/consumergoodswhitegoods/bluestar/BS
INE559A01017,505726,IFB Industries,IFBIND,CONSUMER,CONSUMER GOODS,/india/stockpricequote/consumergoodswhitegoods/ifbindustries/IFB02
INE782A01015,523398,Johnson Control,JCHAC,CONSUMER,CONSUMER GOODS,/india/stockpricequote/consumergoodswhitegoods/hitachihomelifesolutions/HHL
INE225D01027,517385,Symphony,SYMPHONY,CONSUMER,CONSUMER GOODS,/india/stockpricequote/consumergoodswhitegoods/symphony/SCS04
INE716A01013,500238,Whirlpool,WHIRLPOOL,CONSUMER,CONSUMER GOODS,/india/stockpricequote/consumergoodswhitegoods/whirlpoolindia/WI
INE110A01019,500074,BPL,BPL,CONSUMER,CONSUMER GOODS,/india/stockpricequote/consumergoodselectronic/bpl/BPL
INE249C01011,500139,Fedders Elec,FEDDERELEC,CONSUMER,CONSUMER GOODS,/india/stockpricequote/consumergoodswhitegoods/fedderslloyd/FL
INE245C01019,517518,LEEL,LEEL,CONSUMER,CONSUMER GOODS,/india/stockpricequote/consumergoodswhitegoods/lloydelectricengineering/LEE
INE831A01028,500279,Mirc Electronic,MIRCELECTR,CONSUMER,CONSUMER GOODS,/india/stockpricequote/consumergoodselectronic/mircelectronics/ME
INE457L01011,533581,PG Electroplast,PGEL,CONSUMER,CONSUMER GOODS,/india/stockpricequote/consumer-goods-electronic/pgelectroplast/PE06
INE785M01013,534809,PC Jeweller,PCJEWELLER,DIAMOND,CONSUMER GOODS,/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/thangamayiljewellery/PJ
INE343B01030,531500,Rajesh Exports,RAJESHEXPO,DIAMOND,CONSUMER GOODS,/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/rajeshexports/RE07
INE346H01014,532715,Gitanjali Gems,GITANJALI,DIAMOND,CONSUMER GOODS,/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/gitanjaligems/GG03
INE516K01024,533189,Goenka Diamond,GOENKA,DIAMOND,CONSUMER GOODS,/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/goenkadiamondjewels/GDJ01
INE025B01017,526729,Goldiam Inter,GOLDIAM,DIAMOND,CONSUMER GOODS,/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/goldiaminternational/GI10
INE879E01037,506184,Kanani Ind,KANANIIND,DIAMOND,CONSUMER GOODS,/india/stockpricequote/financeinvestments/kananiindustries/KI26
INE142K01011,534532,Lypsa Gems,LYPSAGEMS,DIAMOND,CONSUMER GOODS,/india/stockpricequote/diamond-cutting-jewellery-precious-metals/lypsagemsjewellery/LGJ
INE722H01016,532923,Renaissance Jew,RJL,DIAMOND,CONSUMER GOODS,/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/renaissancejewellery/RJ
INE760L01018,534369,Tribhovandas,TBZ,DIAMOND,CONSUMER GOODS,/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/rajeshexports/TBZ
INE085J01014,533158,Thangamayil,THANGAMAYL,DIAMOND,CONSUMER GOODS,/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/thangamayiljewellery/TJ
INE884A01019,532156,Vaibhav Global,VAIBHAVGBL,DIAMOND,CONSUMER GOODS,/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/vaibhavgems/VG02
INE077B01018,512587,Zodiac JRD-MKJ,ZODJRDMKJ,DIAMOND,CONSUMER GOODS,/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/zodiacjrdmkj/ZJR
INE499A01024,523367,DCM Shriram,DCMSHRIRAM,DIVERSIFIED,CONSUMER GOODS,/india/stockpricequote/diversified/dcmshriramconsolidated/DCM02
INE193E01025,500031,Bajaj Electric,BAJAJELEC,DOMESTIC,CONSUMER GOODS,/india/stockpricequote/domesticappliances/bajajelectricals/BE
INE690A01010,517506,TTK Prestige,TTKPRESTIG,DOMESTIC,CONSUMER GOODS,/india/stockpricequote/domesticappliances/ttkprestige/TTK02
INE128A01029,531508,Eveready Ind,EVEREADY,DRY,CONSUMER GOODS,/india/stockpricequote/drycells/evereadyindustriesindia/EII02
INE567A01010,504058,Indo-National,NIPPOBATRY,DRY,CONSUMER GOODS,/india/stockpricequote/drycells/nippobatteriescompany/NBC
INE176B01034,517354,Havells India,HAVELLS,ELECTRIC,CONSUMER GOODS,/india/stockpricequote/electricequipment/havellsindia/HI01
INE299U01018,539876,CG Consumer,CROMPTON,ELECTRICALS,CONSUMER GOODS,/india/stockpricequote/electricals/centumelectronics/CGC01
INE216A01022,500825,Britannia,BRITANNIA,FOOD,CONSUMER GOODS,/india/stockpricequote/foodprocessing/britanniaindustries/BI
INE220J01025,533400,Future Consumer,FCONSUMER,FOOD,CONSUMER GOODS,/india/stockpricequote/food-processing/futureconsumer/FVI
INE264A01014,500676,GlaxoSmith Con,GSKCONS,FOOD,CONSUMER GOODS,/india/stockpricequote/foodprocessing/glaxosmithklineconsumerhealthcare/GSC04
INE473B01035,531531,Hatsun Agro,HATSUN,FOOD,CONSUMER GOODS,/india/stockpricequote/foodprocessing/hatsunagroproducts/HAP
INE978A01027,519552,Heritage Foods,HERITGFOOD,FOOD,CONSUMER GOODS,/india/stockpricequote/foodprocessing/heritagefoodsindia/HFI
INE001B01026,530813,KRBL,KRBL,FOOD,CONSUMER GOODS,/india/stockpricequote/foodprocessing/krbl/KRB01
INE775B01025,531882,Kwality,KWALITY,FOOD,CONSUMER GOODS,/india/stockpricequote/foodprocessing/kwalitydairyindia/KDI01
INE122R01018,539207,Manpasand Bever,MANPASAND,FOOD,CONSUMER GOODS,/india/stockpricequote/foodprocessing/nestleindia/MB04
INE883N01014,539889,Parag Milk Food,PARAGMILK,FOOD,CONSUMER GOODS,/india/stockpricequote/foodprocessing/adffoodsindustries/PMF01
INE200M01013,540180,Varun Beverages,VBL,FOOD,CONSUMER GOODS,/india/stockpricequote/foodprocessing/nestleindia/VB05
INE176A01028,500043,Bata India,BATAINDIA,LEATHER,CONSUMER GOODS,/india/stockpricequote/leatherproducts/bataindia/BI01
INE131B01039,530517,Relaxo Footwear,RELAXO,LEATHER,CONSUMER GOODS,/india/stockpricequote/leatherproducts/relaxofootwears/RF07
INE348B01021,532548,CenturyPlyboard,CENTURYPLY,MISCELLANEOUS,CONSUMER GOODS,/india/stockpricequote/miscellaneous/centuryplyboards/CP9
INE461C01038,526797,Greenply Ind,GREENPLY,MISCELLANEOUS,CONSUMER GOODS,/india/stockpricequote/miscellaneous/greenplyindustries/GI19
INE797F01012,533155,Jubilant Food,JUBLFOOD,MISCELLANEOUS,CONSUMER GOODS,/india/stockpricequote/miscellaneous/jubilantfoodworks/JF04
INE455I01029,532899,Kaveri Seed,KSCL,MISCELLANEOUS,CONSUMER GOODS,/india/stockpricequote/miscellaneous/kaveriseedcompany/KSC01
INE916U01025,540203,Sheela Foam,SFL,MISCELLANEOUS,CONSUMER GOODS,/india/stockpricequote/miscellaneous/jubilantfoodworks/SF14
INE280A01028,500114,Titan Company,TITAN,MISCELLANEOUS,CONSUMER GOODS,/india/stockpricequote/miscellaneous/titanindustries/TI01
INE133A01011,500710,Akzo Nobel,AKZOINDIA,PAINTS,CONSUMER GOODS,/india/stockpricequote/paintsvarnishes/akzonobelindia/ICI
INE021A01026,500820,Asian Paints,ASIANPAINT,PAINTS,CONSUMER GOODS,/india/stockpricequote/paintsvarnishes/asianpaints/AP31
INE463A01038,509480,Berger Paints,BERGEPAINT,PAINTS,CONSUMER GOODS,/india/stockpricequote/paintsvarnishes/bergerpaintsindia/BPI02
INE531A01024,500165,Kansai Nerolac,KANSAINER,PAINTS,CONSUMER GOODS,/india/stockpricequote/paintsvarnishes/kansainerolacpaints/KNP
INE933K01021,533229,Bajaj Corp,BAJAJCORP,PERSONAL,CONSUMER GOODS,/india/stockpricequote/personalcare/bajajcorp/BC02
